Ticker,,,,,,,,,,,,,
INDUSINDBK,,,,,,,,,,,,,
AXISBANK,,,,,,,,,,,,,
POWERGRID,,,,,,,,,,,,,
ADANIENT,,,,,,,,,,,,,
LT,,,,,,,,,,,,,
ULTRACEMCO,,,,,,,,,,,,,
CIPLA,,,,,,,,,,,,,
GRASIM,,,,,,,,,,,,,
TATAMOTORS,,,,,,,,,,,,,
BRITANNIA,,,,,,,,,,,,,
NTPC,,,,,,,,,,,,,
DRREDDY,,,,,,,,,,,,,
BAJFINANCE,,,,,,,,,,,,,
JSWSTEEL,,,,,,,,,,,,,
ICICIBANK,,,,,,,,,,,,,
TITAN,,,,,,,,,,,,,
HDFCBANK,,,,,,,,,,,,,
HDFC,,,,,,,,,,,,,
NESTLEIND,,,,,,,,,,,,,
COALINDIA,,,,,,,,,,,,,
APOLLOHOSP,,,,,,,,,,,,,
SUNPHARMA,,,,,,,,,,,,,
BAJAJFINSV,,,,,,,,,,,,,
BPCL,,,,,,,,,,,,,
BHARTIARTL,,,,,,,,,,,,,
MARUTI,,,,,,,,,,,,,
ADANIPORTS,,,,,,,,,,,,,
ASIANPAINT,,,,,,,,,,,,,
WIPRO,,,,,,,,,,,,,
KOTAKBANK,,,,,,,,,,,,,
M&M,,,,,,,,,,,,,
RELIANCE,,,,,,,,,,,,,
TATACONSUM,,,,,,,,,,,,,
HINDALCO,,,,,,,,,,,,,
TCS,,,,,,,,,,,,,
TECHM,,,,,,,,,,,,,
SBILIFE,,,,,,,,,,,,,
ITC,,,,,,,,,,,,,
ONGC,,,,,,,,,,,,,
INFY,,,,,,,,,,,,,
BAJAJ-AUTO,,,,,,,,,,,,,
HCLTECH,,,,,,,,,,,,,
HINDUNILVR,,,,,,,,,,,,,
UPL,,,,,,,,,,,,,
SBIN,,,,,,,,,,,,,
TATASTEEL,,,,,,,,,,,,,
EICHERMOT,,,,,,,,,,,,,
DIVISLAB,,,,,,,,,,,,,
HDFCLIFE,,,,,,,,,,,,,
HEROMOTOCO,,,,,,,,,,,,,
